ALMACEN,HUECO,CODIGO,DESCRIPCION,CANTIDAD,UNIDAD,PIEZAS,COSTO ESTANDAR,COSTO TOTAL ESTANDAR
4G_1D ETIQUETAS,EA-001-1,1046095,ETIQUETA REVERSO SHAMPOO BIOVITAL MIEL Y MANZANILLA 500ML,40962.00,PIEZA,40962.00,0.12,4915.4400 
4G_1D ETIQUETAS,EA-001-1,1046293,ETIQUETA FRENTE SHAMPOO 3EN1 PJ MASKS BERRY MIX 500ML,8328.00,PIEZA,8328.00,0.13,1082.6400 
4G_1D ETIQUETAS,EA-001-1,1046294,ETIQUETA REVERSO SHAMPOO 3EN1 PJ MASKS BERRY MIX 500ML,11628.00,PIEZA,11628.00,0.13,1511.6400 
4G_1D ETIQUETAS,EA-001-1,1046473,ETIQUETA FRENTE SHAMPOO BIOVITAL COLA DE CABALLO  500 ML,65220.00,PIEZA,65220.00,0.61,39784.2000 
4G_1D ETIQUETAS,EA-001-2,1042045,ETIQUETA FRENTE GA BLUMEN CITRUS 300ML,980.00,PIEZA,980.00,0.35,343.0000 
4G_1D ETIQUETAS,EA-001-2,1044406,ETIQUETA REVERSO GEL ANTIBACTERIAL BLUMEN CITRUS 300ML ,178.00,PIEZA,178.00,0.31,55.1800 
4G_1D ETIQUETAS,EA-001-2,1045049,ETIQUETA FRENTE NUEVA JABON LIQUIDO BLUMEN MANGO PARADISE 300ML,17880.00,PIEZA,17880.00,0.27,4827.6000 
4G_1D ETIQUETAS,EA-001-2,1045069,ETIQUETA FRENTE NUEVA GEL ANTIBACTERIAL BLUMEN NEUTRO 300ML,11532.00,PIEZA,11532.00,0.12,1383.8400 
4G_1D ETIQUETAS,EA-001-2,1045070,ETIQUETA REVERSO NUEVA GEL ANTIBACTERIAL BLUMEN NEUTRO 300ML ,47713.00,PIEZA,47713.00,0.12,5725.5600 
4G_1D ETIQUETAS,EA-001-2,1045090,ETIQUETA REVERSO NUEVA JABON LIQUIDO BLUMEN MANGO 200ML,6742.00,PIEZA,6742.00,0.20,1348.4000 
4G_1D ETIQUETAS,EA-001-2,1045371,ETIQUETA FRENTE GEL ANTIBACTERIAL BLUMEN NEUTRO 250ML,149555.00,PIEZA,149555.00,0.35,52344.2500 
4G_1D ETIQUETAS,EA-001-2,1045372,ETIQUETA REVERSO GEL ANTIBACTERIAL BLUMEN NEUTRO 250ML,79190.00,PIEZA,79190.00,0.21,16629.9000 
4G_1D ETIQUETAS,EA-001-2,1046228,ETIQUETA REVERSO JABON LIQUIDO BLUMEN NUEVOS LEGALES KIWI 221ML,164300.00,PIEZA,164300.00,0.03,4929.0000 
4G_1D ETIQUETAS,EA-001-2,1046328,ETIQUETA REVERSO GEL ANTIBACTERIAL BLUMEN BTS 221ML,16120.00,PIEZA,16120.00,0.17,2740.4000 
4G_1D ETIQUETAS,EA-001-2,1046474,ETIQUETA REVERSO SHAMPOO BIOVITAL COLA DE CABALLO  500 ML,77578.00,PIEZA,77578.00,0.31,24049.1800 
4G_1D ETIQUETAS,EA-001-3,1041478,ETIQUETA REVERSO JABON LIQUIDO BLUMEN KIWI STARFRUIT 525ML,6000.00,PIEZA,6000.00,0.27,1620.0000 
4G_1D ETIQUETAS,EA-001-3,1041490,ETIQUETA REVERSO JABON LIQUIDO BLUMEN SOFT APRICOT 525ML,9048.00,PIEZA,9048.00,0.23,2081.0400 
4G_1D ETIQUETAS,EA-001-3,1042184,ETIQUETA FRENTE GEL ANTIBACTERIAL BLUMEN NEUTRO 525ML,4600.00,PIEZA,4600.00,0.35,1610.0000 
4G_1D ETIQUETAS,EA-001-3,1042185,ETIQUETA REVERSO GEL ANTIBACTERIAL BLUMEN NEUTRO 525ML					,9298.00,PIEZA,9298.00,0.23,2138.5400 
4G_1D ETIQUETAS,EA-001-3,1042698,ETIQUETA REVERSO JABON LIQUIDO BLUMEN CHERRY 4L,60.00,PIEZA,60.00,1.10,66.0000 
4G_1D ETIQUETAS,EA-001-3,1044528,ETIQUETA REVERSO DETERGENTE VIDE ROPA DE COLOR 2.025L,16744.00,PIEZA,16744.00,0.47,7869.6800 
4G_1D ETIQUETAS,EA-001-3,1045067,ETIQUETA FRENTE NUEVA GEL ANTIBACTERIAL BLUMEN CITRUS 300ML,192160.00,PIEZA,192160.00,0.21,40353.6000 
4G_1D ETIQUETAS,EA-001-3,1045068,ETIQUETA REVERSO NUEVA GEL ANTIBACTERIAL BLUMEN CITRUS 300ML ,15423.00,PIEZA,15423.00,0.16,2467.6800 
4G_1D ETIQUETAS,EA-001-3,1045073,ETIQUETA FRENTE NUEVA GEL ANTIBACTERIAL BLUMEN NEUTRO 525ML,75235.00,PIEZA,75235.00,0.38,28589.3000 
4G_1D ETIQUETAS,EA-001-3,1045074,ETIQUETA REVERSO NUEVA GEL ANTIBACTERIAL BLUMEN NEUTRO 525ML,58635.00,PIEZA,58635.00,0.23,13486.0500 
4G_1D ETIQUETAS,EA-001-3,1045087,ETIQUETA FRENTE NUEVA JABON LIQUIDO BLUMEN GRANADA 200ML,285.00,PIEZA,285.00,0.3,85.500 
4G_1D ETIQUETAS,EA-001-3,1046187,ETIQUETA FRENTE GAL ANTIBACTERIAL BLUMEN ALOE VERA 300ML,4350.00,PIEZA,4350.00,0.09,391.5000 
4G_1D ETIQUETAS,EA-001-3,1046188,ETIQUETA REVERSO GEL ANTIBACTERIAL BLUMEN ALOE VERA 300ML,2900.00,PIEZA,2900.00,0.09,261.0000 
4G_1D ETIQUETAS,EA-001-3,1046227,ETIQUETA REVERSO JABON LIQUIDO BLUMEN NUEVOS LEGALES CHERRY 221ML,78000.00,PIEZA,78000.00,0.08,6240.0000 
4G_1D ETIQUETAS,EA-001-3,1046236,ETIQUETA REVERSO JABON LIQUIDO BLUMEN NUEVOS LEGALES MANGO 300ML,44200.00,PIEZA,44200.00,0.09,3978.0000 
4G_1D ETIQUETAS,EA-001-4,1042183,ETIQUETA REVERSO GEL ANTIBACTERIAL BLUMEN CITRUS 525ML,450.00,PIEZA,450.00,0.23,103.5000 
4G_1D ETIQUETAS,EA-001-4,1044285,ETIQUETA FRENTE JABON LIQUIDO BLUMEN NEUTRO 500ML,82886.00,PIEZA,82886.00,0.39,32325.5400 
4G_1D ETIQUETAS,EA-001-4,1044286,ETIQUETA REVERSO JABON LIQUIDO BLUMEN NEUTRO 500ML,46197.00,PIEZA,46197.00,0.23,10625.3100 
4G_1D ETIQUETAS,EA-001-4,1044534,ETIQUETA REVERSO GEL ANTIBACTERIAL BLUMEN NEUTRO 300ML,885.00,PIEZA,885.00,0.197028589,174.37030126500 
4G_1D ETIQUETAS,EA-001-4,1044630,ETIQUETA REVERSO JABON LIQUIDO SOLEI ALMONDS & HONEY 435ML,106460.00,PIEZA,106460.00,0.15,15969.0000 
4G_1D ETIQUETAS,EA-001-4,1045060,ETIQUETA REVERSO NUEVA GEL ANTIBACTERIAL BLUMEN CITRUS 525ML,83195.00,PIEZA,83195.00,0.14,11647.3000 
4G_1D ETIQUETAS,EA-001-4,1045381,ETIQUETA FRENTE GEL SANITIZANTE PAW PATROL CHASE 221ML,15310.00,PIEZA,15310.00,0.32,4899.2000 
4G_1D ETIQUETAS,EA-001-4,1045841,ETIQUETA FRENTE NUEVA GEL ANTIBACTERIAL BLUMEN NEUTRO 1000ML,1626.00,PIEZA,1626.00,0.32,520.3200 
4G_1D ETIQUETAS,EA-001-4,1045842,ETIQUETA REVERSO NUEVA GEL ANTIBACTERIAL BLUMEN NEUTRO 1000ML,22644.00,PIEZA,22644.00,0.32,7246.0800 
4G_1D ETIQUETAS,EA-001-4,1046083,ETIQUETA FRENTE GEL ANTIBACTERIAL REGALO SEDENA SOLDADOS 80ML,735.00,PIEZA,735.00,0.10,73.5000 
4G_1D ETIQUETAS,EA-001-4,1046087,ETIQUETA FRENTE GEL ANTIBACTERIAL REGALO SEDENA LOGO 80ML,1648.00,PIEZA,1648.00,0.08,131.8400 
4G_1D ETIQUETAS,EA-001-4,1046457,ETIQUETA FRENTE JABON LIQUIDO SOLEI PUMPKIN 450ML,777.00,PIEZA,777.00,0.11,85.4700 
4G_1D ETIQUETAS,EA-001-4,1046458,ETIQUETA REVERSO JABON LIQUIDO SOLEI PUMPKIN 450 ML,2357.00,PIEZA,2357.00,0.11,259.2700 
4G_1D ETIQUETAS,EA-001-4,1046459,ETIQUETA FRENTE JABON LIQUIDO SOLEI BERRY 450 ML,4500.00,PIEZA,4500.00,0.11,495.0000 
4G_1D ETIQUETAS,EA-001-4,1046460,ETIQUETA REVERSO JABON LIQUIDO SOLEI BERRY 450 ML,5800.00,PIEZA,5800.00,0.11,638.0000 
4G_1D ETIQUETAS,EA-001-4,1046461,ETIQUETA FRENTE JABON LIQUIDO SOLEI PEARS 450ML,4610.00,PIEZA,4610.00,0.11,507.1000 
4G_1D ETIQUETAS,EA-001-4,1046462,ETIQUETA REVERSO JABON LIQUIDO SOLEI PEARS 450ML,3742.00,PIEZA,3742.00,0.11,411.6200 
4G_1D ETIQUETAS,EA-001-5,1042053,ETIQUETA FRENTE GEL ANTIBACTERIAL BLUMEN CITRUS 1LT,1924.00,PIEZA,1924.00,1.34,2578.1600 
4G_1D ETIQUETAS,EA-001-5,1042054,ETIQUETA REVERSO GEL ANTIBACTERIAL BLUMEN 1LT,31210.00,PIEZA,31210.00,1.00,31210.0000 
4G_1D ETIQUETAS,EA-001-5,1042056,ETIQUETA REVERSO GEL ANTIBACTERIAL NEUTRO 1LT,1500.00,PIEZA,1500.00,1.00,1500.0000 
4G_1D ETIQUETAS,EA-001-5,1042667,ETIQUETA FRENTE JABON LIQUIDO BLUMEN KIWI 4LT,223.00,PIEZA,223.00,1.37,305.5100 
4G_1D ETIQUETAS,EA-001-5,1042668,ETIQUETA REVERSO JABON LIQUIDO BLUMEN KIWI STARFRUIT 4000ML,385.00,PIEZA,385.00,0.97,373.4500 
4G_1D ETIQUETAS,EA-001-5,1042698,ETIQUETA REVERSO JABON LIQUIDO BLUMEN CHERRY 4L,698.00,PIEZA,698.00,1.10,767.8000 
4G_1D ETIQUETAS,EA-001-5,1042699,ETIQUETA FRENTE JABON LIQUIDO BLUMEN COCONUT PARADISE 4000ML,1009.00,PIEZA,1009.00,1.37,1382.3300 
4G_1D ETIQUETAS,EA-001-5,1042722,ETIQUETA FRENTE GEL ANTIBACTERIAL BLUMEN NEUTRO 2LTS,3142.00,PIEZA,3142.00,1.33,4178.8600 
4G_1D ETIQUETAS,EA-001-5,1042723,ETIQUETA REVERSO GEL ANTIBACTERIAL BLUMEN NEUTRO 2LTS,5000.00,PIEZA,5000.00,1.06,5300.0000 
4G_1D ETIQUETAS,EA-001-5,1042724,ETIQUETA FRENTE GEL ANTIBACTERIAL BLUMEN CITRUS 2LTS,8924.00,PIEZA,8924.00,1.33,11868.9200 
4G_1D ETIQUETAS,EA-001-5,1042725,ETIQUETA REVERSO GEL ANTIBACTERIAL BLUMEN CITRUS 2LTS,7015.00,PIEZA,7015.00,1.06,7435.9000 
4G_1D ETIQUETAS,EA-001-5,1045512,ETIQUETA REVERSO JABON LIQUIDO LA PETITE FORET COCO MANGO 440ML,18000.00,PIEZA,18000.00,0.24,4320.0000 
4G_1D ETIQUETAS,EA-001-5,1045630,ETIQUETA FRENTE NUEVA GEL ANTIBACTERIAL BLUMEN NEUTRO 4000ML,51606.00,PIEZA,51606.00,0.42,21674.5200 
4G_1D ETIQUETAS,EA-001-5,1045631,ETIQUETA REVERSO NUEVA GEL ANTIBACTERIAL BLUMEN NEUTRO 4000ML,50715.00,PIEZA,50715.00,0.42,21300.3000 
4G_1D ETIQUETAS,EA-001-5,1045747,ETIQUETA FRENTE NUEVA JABON LIQUIDO BLUMEN CHERRY 4000ML,2057.00,PIEZA,2057.00,1.35,2776.9500 
4G_1D ETIQUETAS,EA-001-5,1045748,ETIQUETA REVERSO NUEVA JABON LIQUIDO BLUMEN CHERRY 4000ML,4689.00,PIEZA,4689.00,0.95,4454.5500 
4G_1D ETIQUETAS,EA-001-5,1045749,ETIQUETA FRENTE NUEVA JABON LIQUIDO BLUMEN KIWI 4000ML,6482.00,PIEZA,6482.00,0.47,3046.5400 
4G_1D ETIQUETAS,EA-001-5,1045750,ETIQUETA REVERSO NUEVA JABON LIQUIDO BLUMEN KIWI 4000ML,6928.00,PIEZA,6928.00,0.95,6581.6000 
4G_1D ETIQUETAS,EA-001-5,1045751,ETIQUETA FRENTE NUEVA JABON LIQUIDO BLUMEN COCO 4000ML,9070.00,PIEZA,9070.00,0.44,3990.8000 
4G_1D ETIQUETAS,EA-001-5,1045752,ETIQUETA REVERSO NUEVA JABON LIQUIDO BLUMEN COCO 4000ML,11337.00,PIEZA,11337.00,0.95,10770.1500 
4G_1D ETIQUETAS,EA-001-5,1045839,ETIQUETA FRENTE NUEVA GEL ANTIBACTERIAL BLUMEN CITRUS 1000ML,18200.00,PIEZA,18200.00,0.35,6370.0000 
4G_1D ETIQUETAS,EA-001-6,1042538,ETIQUETA FRENTE JABON LIQUIDO BLUMEN COCO CREMOSO 200ML,875.00,PIEZA,875.00,0.30,262.5000 
4G_1D ETIQUETAS,EA-001-6,1044321,ETIQUETA FRENTE JABON LIQUIDO TORTUGAS NINJA 475ML,10496.00,PIEZA,10496.00,0.10,1049.6000 
4G_1D ETIQUETAS,EA-001-6,1044322,ETIQUETA REVERSO JABON LIQUIDO TORTUGAS NINJA 475ML,9053.00,PIEZA,9053.00,0.10,905.3000 
4G_1D ETIQUETAS,EA-001-6,1044323,ETIQUETA FRENTE GEL SANITIZANTE TORTUGAS NINJA CITRUS PUNCH 100ML,2902.00,PIEZA,2902.00,0.03,87.0600 
4G_1D ETIQUETAS,EA-001-6,1044340,ETIQUETA REVERSO GEL SANITIZANTE TORTUGAS NINJA CITRUS PUNCH 80ML,4920.00,PIEZA,4920.00,0.25,1230.0000 
4G_1D ETIQUETAS,EA-001-6,1044595,ETIQUETA FRENTE JABON LIQUIDO SOLEI APPLE FREEDOM 500ML,26000.00,PIEZA,26000.00,0.39,10140.0000 
4G_1D ETIQUETAS,EA-001-6,1044596,ETIQUETA REVERSO JABON LIQUIDO SOLEI APPLE FREEDOM 500ML,27597.00,PIEZA,27597.00,0.19,5243.4300 
4G_1D ETIQUETAS,EA-001-6,1044599,ETIQUETA FRENTE JABON LIQUIDO SOLEI CHERRY & KIWI 500ML,34010.00,PIEZA,34010.00,0.39,13263.9000 
4G_1D ETIQUETAS,EA-001-6,1044600,ETIQUETA REVERSO JABON LIQUIDO SOLEI CHERRY & KIWI 500ML,31260.00,PIEZA,31260.00,0.19,5939.4000 
4G_1D ETIQUETAS,EA-001-6,1044601,ETIQUETA FRENTE JABON LIQUIDO SOLEI NOIX DE COCO 500ML,4106.00,PIEZA,4106.00,0.39,1601.3400 
4G_1D ETIQUETAS,EA-001-6,1044602,ETIQUETA REVERSO JABON LIQUIDO SOLEI NOIX DE COCO 500ML,2902.00,PIEZA,2902.00,0.19,551.3800 
4G_1D ETIQUETAS,EA-001-6,1044637,ETIQUETA FRENTE JABON LIQUIDO SAVON COCO REFILL 900ML ,1713.00,PIEZA,1713.00,0.62,1062.0600 
4G_1D ETIQUETAS,EA-001-6,1044760,ETIQUETA FRENTE JABON LIQUIDO SOLEI SWEET VANILLA 500ML ,31580.00,PIEZA,31580.00,0.39,12316.2000 
4G_1D ETIQUETAS,EA-001-6,1044832,ETIQUETA FRENTE LAVATRASTES VERT AVENA 900ML,22130.00,PIEZA,22130.00,0.58,12835.4000 
4G_1D ETIQUETAS,EA-001-6,1045034,ETIQUETA FRENTE LIQUID HAND SOAP KLAR DANVER REFILL APPLE FIELDS 23FL OZ,199772.00,PIEZA,199772.00,0.32,63927.0400 
4G_1D ETIQUETAS,EA-001-6,1045133,ETIQUETA FRENTE NUEVA JABON LIQUIDO SOLEI NOIX DE COCO 500ML,39353.00,PIEZA,39353.00,0.39,15347.6700 
4G_1D ETIQUETAS,EA-001-6,1046311,ETIQUETA FRENTE JABON LIQUIDO HILL COUNTRY ESSENTIALS ACUARIUM ACUARIUM CLEAR SCENT 2000ML,24467.00,PIEZA,24467.00,0.47,11499.4900 
4G_1D ETIQUETAS,EA-001-6,1046312,ETIQUETA REVERSO JABON LIQUIDO HILL COUNTRY ESSENTIALS ACUARIUM CLEAR SCENT 2000ML,22194.00,PIEZA,22194.00,0.47,10431.1800 
4G_1D ETIQUETAS,EA-001-6,1046313, ETIQUETA FRENTE JABON LIQUIDO HILL COUNTRY ESSENTIALS ALOE VERA 2000ML,491.00,PIEZA,491.00,0.82,402.6200 
4G_1D ETIQUETAS,EA-001-6,1046315,ETIQUETA FRENTE JABON LIQUIDO HILL COUNTRY ESSENTIALS HONEY & MILK 2000ML,15727.00,PIEZA,15727.00,0.34,5347.1800 
4G_1D ETIQUETAS,EA-001-6,1046316,ETIQUETA REVERSO JABON LIQUIDO HILL COUNTRY ESSENTIALS MILK & HONEY 2000ML,13386.00,PIEZA,13386.00,0.40,5354.4000 
4G_1D ETIQUETAS,EA-002-1,1041853,ETIQUETA FRENTE JABON LIQUIDO BLUMEN COCO 200ML ,50000.00,PIEZA,50000.00,0.29,14500.0000 
4G_1D ETIQUETAS,EA-002-1,1042538,ETIQUETA FRENTE JABON LIQUIDO BLUMEN COCO CREMOSO 200ML,13300.00,PIEZA,13300.00,0.30,3990.0000 
4G_1D ETIQUETAS,EA-002-1,1042539,ETIQUETA REVERSO JABON LIQUIDO BLUMEN COCO CREMOSO 200ML,1864.00,PIEZA,1864.00,0.20,372.8000 
4G_1D ETIQUETAS,EA-002-1,1044433,ETIQUETA REVERSO JABON LIQUIDO KLAR DANVER TSUM TSUM ORANGE TSUM 275ML,2659.00,PIEZA,2659.00,0.17,452.0300 
4G_1D ETIQUETAS,EA-002-1,1044435,ETIQUETA REVERSO SHAMPOO 2 EN 1 TSUM TSUM BERRIES 275ML,2823.00,PIEZA,2823.00,0.17,479.9100 
4G_1D ETIQUETAS,EA-002-1,1044436,ETIQUETA FRENTE GEL SANITIZANTE KLAR DANVER TSUM TSUM 180ML,2799.00,PIEZA,2799.00,0.06,167.9400 
4G_1D ETIQUETAS,EA-002-1,1044437,ETIQUETA REVERSO GEL SANITIZANTE KLAR DANVER TSUM TSUM 180ML,5719.00,PIEZA,5719.00,0.06,343.1400 
4G_1D ETIQUETAS,EA-002-1,1044444,ETIQUETA FRENTE SHAMPOO 2 EN 1 SOY LUNA OCEAN BEAUTY 275ML ,4934.00,PIEZA,4934.00,0.32,1578.8800 
4G_1D ETIQUETAS,EA-002-1,1044445,ETIQUETA REVERSO SHAMPOO 2 EN 1 SOY LUNA OCEAN BEAUTY 275ML,6025.00,PIEZA,6025.00,0.17,1024.2500 
4G_1D ETIQUETAS,EA-002-1,1044780,ETIQUETA REVERSO JABON LIQUIDO BLUMEN DISTROLLER 221ML,3325.00,PIEZA,3325.00,0.20,665.0000 
4G_1D ETIQUETAS,EA-002-1,1044818,ETIQUETA FRENTE SHAMPOO BIOVITAL FAMILIAR 900ML,4500.00,PIEZA,4500.00,0.61,2745.0000 
4G_1D ETIQUETAS,EA-002-1,1044909,ETIQUETA FRENTE JABON LIQUIDO BLUMEN MI VILLANO FAVORITO 3 MANGO PARADISE 221ML,17341.00,PIEZA,17341.00,0.22,3815.0200 
4G_1D ETIQUETAS,EA-002-1,1044944,ETIQUETA REVERSO GEL ANTIBACTERIAL CITRUS DISTROLLER 180ML,11394.00,PIEZA,11394.00,0.17,1936.9800 
4G_1D ETIQUETAS,EA-002-1,1044947,ETIQUETA FRENTE JABON LIQUIDO DISTROLLER 275ML,16852.00,PIEZA,16852.00,0.32,5392.6400 
4G_1D ETIQUETAS,EA-002-1,1044948,ETIQUETA REVERSO JABON LIQUIDO DISTROLLER 275ML,17500.00,PIEZA,17500.00,0.17,2975.0000 
4G_1D ETIQUETAS,EA-002-1,1045531,ETIQUETA FRENTE NUEVA SHAMPOO BIOVITAL FAMILIAR 900ML,109870.00,PIEZA,109870.00,0.61,67020.7000 
4G_1D ETIQUETAS,EA-002-1,1045532,ETIQUETA REVERSO NUEVA SHAMPOO BIOVITAL FAMILIAR 900ML,672.00,PIEZA,672.00,0.34,228.4800 
4G_1D ETIQUETAS,EA-002-1,1045744,ETIQUETA FRENTE NUEVO CLAIM JABON LIQUIDO BLUMEN COCO 221ML,2100.00,PIEZA,2100.00,0.18,378.0000 
4G_1D ETIQUETAS,EA-002-1,1046214,ETIQUETA REVERSO NUEVO SUAJE SHAMPOO BIOVITAL AGUACATE ALOE 230ML,98816.00,PIEZA,98816.00,0.13,12846.0800 
4G_1D ETIQUETAS,EA-002-1,1046216,ETIQUETA REVERSO NUEVO SUAJE SHAMPOO BIOVITAL MIEL MANZANILLA 230ML,106520.00,PIEZA,106520.00,0.13,13847.6000 
4G_1D ETIQUETAS,EA-002-1,1046218,ETIQUETA REVERSO NUEVO SUAJE SHAMPOO BIOVITAL KERATINA 230ML,102349.00,PIEZA,102349.00,0.13,13305.3700 
4G_1D ETIQUETAS,EA-002-2,1042655,ETIQUETA FRENTE BODYWASH BLUMEN WHITE TEA & ORCHIDES 10.1 FL.OZ 300ML 					,16053.00,PIEZA,16053.00,0.35,5618.5500 
4G_1D ETIQUETAS,EA-002-2,1042656,ETIQUETA REVERSO BODYWASH BLUMEN WHITE TEA & ORCHIDES 10.1 FL.OZ 300ML,34785.00,PIEZA,34785.00,0.22,7652.7000 
4G_1D ETIQUETAS,EA-002-2,1042662,ETIQUETA REVERSO BODYWASH BLUMEN GREEN TEA & HONEY 10.1 FL.OZ 300ML,1304.00,PIEZA,1304.00,0.22,286.8800 
4G_1D ETIQUETAS,EA-002-2,1042663,ETIQUETA FRENTE BODYWASH BLUMEN MANGO & PASSION FRUIT 10.1 FL.OZ 300ML,29120.00,PIEZA,29120.00,0.35,10192.0000 
4G_1D ETIQUETAS,EA-002-2,1042664,ETIQUETA REVERSO BODYWASH BLUMEN MANGO & PASSION FRUIT 10.1 FL.OZ 300ML,41765.00,PIEZA,41765.00,0.22,9188.3000 
4G_1D ETIQUETAS,EA-002-2,1042665,ETIQUETA FRENTE BODYWASH BLUMEN POMEGRANATE PASSION 10.1 FL.OZ 300ML,30300.00,PIEZA,30300.00,0.35,10605.0000 
4G_1D ETIQUETAS,EA-002-2,1042666,ETIQUETA REVERSO BODYWASH BLUMEN POMEGRANATE PASSION 10.1 FL.OZ 300ML 					,32924.00,PIEZA,32924.00,0.22,7243.2800 
4G_1D ETIQUETAS,EA-002-2,1044817,ETIQUETA REVERSO SHAMPOO BIOVITAL EXTRACTO CHILE 900ML,53129.00,PIEZA,53129.00,0.34,18063.8600 
4G_1D ETIQUETAS,EA-002-2,1044825,ETIQUETA REVERSO SHAMPOO BIOVITAL EXT COLA DE CABALLO 900ML,1424.00,PIEZA,1424.00,0.68,968.3200 
4G_1D ETIQUETAS,EA-002-2,1044827,ETIQUETA REVERSO SHAMPOO BIOVITAL KERATINA 900ML,9086.00,PIEZA,9086.00,0.33,2998.3800 
4G_1D ETIQUETAS,EA-002-2,1045122,1045122 ETIQUETA REVERSA NUEVA JABON LIQUIDO BLUMEN ORCHIDES D' PROVENCE 525ML,8120.00,PIEZA,8120.00,0.24,1948.8000 
4G_1D ETIQUETAS,EA-002-2,1045289,ETIQUETA FRENTE JABON LIQUIDO SAVON AU PROVENCE CHERRY 221ML,5210.00,PIEZA,5210.00,0.30,1563.0000 
4G_1D ETIQUETAS,EA-002-2,1045532,ETIQUETA REVERSO NUEVA SHAMPOO BIOVITAL FAMILIAR 900ML,135849.00,PIEZA,135849.00,0.34,46188.6600 
4G_1D ETIQUETAS,EA-002-2,1045593,ETIQUETA FRENTE JABON LIQUIDO BLUMEN SANTA 2017 221ML,18756.00,PIEZA,18756.00,0.32,6001.9200 
4G_1D ETIQUETAS,EA-002-2,1046214,ETIQUETA REVERSO NUEVO SUAJE SHAMPOO BIOVITAL AGUACATE ALOE 230ML,2263.00,PIEZA,2263.00,0.13,294.1900 
4G_1D ETIQUETAS,EA-002-2,1046261,ETIQUETA REVERSO JABON LIQUIDO LUDWIG WIGGSTEIN BLACK FOREST STRAWBERRY 440ML,3145.00,PIEZA,3145.00,0.27,849.1500 
4G_1D ETIQUETAS,EA-002-2,1046361,ETIQUETA REVERSO SHAMPOO BIOVITAL AGUACATE ALOE VERA 900ML,35355.00,PIEZA,35355.00,0.25,8838.7500 
4G_1D ETIQUETAS,EA-002-2,1046362,ETIQUETA REVERSO SHAMPOO BIOVITAL COLA DE CABALLO 900ML,29190.00,PIEZA,29190.00,0.61,17805.9000 
